Gene_Name,test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
Ccl9,XLOC_004771,XLOC_004771,NM_011338,chr11:83572916-83578636,MockIFN,T3D-IFN,OK,12.2353,4.55944,-1.42411,-6.9177,5.00E-05,0.000330779,yes
Ccnb1,XLOC_007467,XLOC_007467,NM_172301,chr13:100778726-100786641,MockIFN,T3D-IFN,OK,74.2151,113.274,0.610035,3.27926,5.00E-05,0.000330779,yes
Ccne1,XLOC_024637,XLOC_024637,NM_007633,chr7:38097981-38108496,MockIFN,T3D-IFN,OK,34.4119,14.45,-1.25184,-6.43543,5.00E-05,0.000330779,yes
Ccng1,XLOC_004320,XLOC_004320,NM_009831,chr11:40748551-40755286,MockIFN,T3D-IFN,OK,39.2908,28.3628,-0.470194,-2.52697,0.0004,0.00215578,yes
Ccnj,XLOC_013257,XLOC_013257,NM_172839,chr19:40831249-40848570,MockIFN,T3D-IFN,OK,4.21612,6.5882,0.643967,3.13806,5.00E-05,0.000330779,yes
Ccnk,XLOC_005741,XLOC_005741,NM_009832,chr12:108179561-108203359,MockIFN,T3D-IFN,OK,23.6647,34.4893,0.543411,2.77605,0.00015,0.000903447,yes
Ccnl1,XLOC_017262,XLOC_017262,NM_019937,chr3:65946150-65962022,MockIFN,T3D-IFN,OK,13.0705,18.5912,0.508304,2.5178,0.0002,0.00116766,yes
Ccnt1,XLOC_009654,XLOC_009654,NM_009833,chr15:98538634-98570864,MockIFN,T3D-IFN,OK,7.85693,18.9491,1.27009,6.56034,5.00E-05,0.000330779,yes
Ccnt2,XLOC_000475,XLOC_000475,NM_028399,chr1:127774163-127808063,MockIFN,T3D-IFN,OK,5.69198,10.5979,0.896779,4.27655,5.00E-05,0.000330779,yes
Ccny,XLOC_012586,XLOC_012586,NM_026484,chr18:9314043-9450150,MockIFN,T3D-IFN,OK,45.5507,32.7083,-0.477814,-2.54641,0.0002,0.00116766,yes
Ccs,XLOC_013445,XLOC_013445,NM_016892,chr19:4825365-4839322,MockIFN,T3D-IFN,OK,38.9541,49.6701,0.350601,1.80344,0.00885,0.0304837,yes
Cct2,XLOC_002942,XLOC_002942,NM_007636,chr10:117050997-117063814,MockIFN,T3D-IFN,OK,226.006,314.251,0.475558,2.54563,0.0004,0.00215578,yes
Cct3,XLOC_016607,XLOC_016607,NM_009836,chr3:88297134-88321766,MockIFN,T3D-IFN,OK,366.304,508.853,0.474207,2.5301,0.00045,0.00239316,yes
Cct4,XLOC_003177,XLOC_003177,NM_009837,chr11:22990592-23003336,MockIFN,T3D-IFN,OK,192.187,269.892,0.489871,2.6309,0.00025,0.00142372,yes
Cct5,XLOC_009210,XLOC_009210,NM_007637,chr15:31590883-31601804,MockIFN,T3D-IFN,OK,289.726,437.787,0.595537,3.17844,5.00E-05,0.000330779,yes
Cct6a,XLOC_020334,XLOC_020334,NM_009838,chr5:129787355-129846443,MockIFN,T3D-IFN,OK,264.364,375.294,0.505495,2.71143,5.00E-05,0.000330779,yes
Cct7,XLOC_021820,XLOC_021820,NM_007638,chr6:85446784-85468477,MockIFN,T3D-IFN,OK,295.329,482.243,0.707437,3.64447,5.00E-05,0.000330779,yes
Cd109,XLOC_027549,XLOC_027549,NM_153098,chr9:78615500-78716266,MockIFN,T3D-IFN,OK,33.9634,22.1113,-0.619195,-3.32001,5.00E-05,0.000330779,yes
Cd163,XLOC_022749,XLOC_022749,NM_001170395,chr6:124304650-124330527,MockIFN,T3D-IFN,OK,0.544932,0.096773,-2.4934,-2.31358,0.0156,0.0487318,yes
Cd177,XLOC_024457,XLOC_024457,NM_026862,chr7:24743982-24760311,MockIFN,T3D-IFN,OK,0.232274,0.0592934,-1.96988,-2.1665,0.01405,0.044622,yes
Cd209c,XLOC_026337,XLOC_026337,NM_130903,chr8:3940221-3946863,MockIFN,T3D-IFN,OK,57.6627,38.4658,-0.584062,-3.05661,5.00E-05,0.000330779,yes
Cd248,XLOC_012951,XLOC_012951,NM_054042,chr19:5068077-5070639,MockIFN,T3D-IFN,OK,6.73163,1.19423,-2.49488,-9.22276,5.00E-05,0.000330779,yes
Cd274,XLOC_013190,XLOC_013190,NM_021893,chr19:29367437-29388094,MockIFN,T3D-IFN,OK,5.65099,16.8754,1.57835,7.98865,5.00E-05,0.000330779,yes
Cd2ap,XLOC_011892,XLOC_011892,NM_009847,chr17:42792949-42876685,MockIFN,T3D-IFN,OK,30.7388,19.4634,-0.659295,-3.47436,5.00E-05,0.000330779,yes
Cd300a,XLOC_004046,XLOC_004046,NM_170758,chr11:114890040-114904651,MockIFN,T3D-IFN,OK,0.122009,0.392551,1.68589,3.5758,5.00E-05,0.000330779,yes
Cd320,XLOC_011012,XLOC_011012,NM_019421,chr17:33843090-33849774,MockIFN,T3D-IFN,OK,6.35042,3.24196,-0.969987,-4.34256,5.00E-05,0.000330779,yes
Cd53,XLOC_017583,XLOC_017583,NM_007651,chr3:106758860-106824874,MockIFN,T3D-IFN,OK,4.81364,3.67087,-0.391006,-1.82139,0.0124,0.0402005,yes
Cd68,XLOC_004557,XLOC_004557,NM_001291058,chr11:69664212-69666170,MockIFN,T3D-IFN,OK,2.28861,7.98952,1.80364,6.06527,5.00E-05,0.000330779,yes
Cd79a,XLOC_023215,XLOC_023215,NM_007655,chr7:24897452-24902197,MockIFN,T3D-IFN,OK,12.0898,7.87884,-0.617741,-2.81753,5.00E-05,0.000330779,yes
Cd80,XLOC_010032,XLOC_010032,NM_009855,chr16:38458720-38496300,MockIFN,T3D-IFN,OK,3.3753,6.57206,0.961328,4.04955,5.00E-05,0.000330779,yes
Cd81,XLOC_024142,XLOC_024142,NM_133655,chr7:143021783-143067930,MockIFN,T3D-IFN,OK,104.169,67.6347,-0.623096,-3.23943,5.00E-05,0.000330779,yes
Cd93,XLOC_016009,XLOC_016009,NM_010740,chr2:148436555-148521986,MockIFN,T3D-IFN,OK,1.96685,1.05044,-0.904892,-2.55938,0.00065,0.00331638,yes
Cdan1,XLOC_015843,XLOC_015843,NM_026891,chr2:120716153-120731533,MockIFN,T3D-IFN,OK,5.13805,7.22128,0.491033,2.49588,0.0003,0.00167472,yes
Cdc16,XLOC_025620,XLOC_025620,NM_027276,chr8:13757689-13781882,MockIFN,T3D-IFN,OK,31.5152,40.5122,0.362309,1.91094,0.00695,0.0250308,yes
Cdc25c,XLOC_012659,XLOC_012659,NM_009860,chr18:34732996-34751533,MockIFN,T3D-IFN,OK,6.56422,9.12918,0.475862,2.27754,0.0013,0.00602591,yes
Cdc42ep2,XLOC_013492,XLOC_013492,NM_026772,chr19:5917555-5924816,MockIFN,T3D-IFN,OK,45.6368,36.4345,-0.324895,-1.67415,0.01595,0.0496109,yes
Cdca7l,XLOC_005887,XLOC_005887,NM_146040,chr12:117843860-118199043,MockIFN,T3D-IFN,OK,37.8809,17.8723,-1.08374,-5.6729,5.00E-05,0.000330779,yes
Cdca8,XLOC_019253,XLOC_019253,NM_026560,chr4:124881784-124936917,MockIFN,T3D-IFN,OK,47.9046,80.5883,0.750404,3.97153,5.00E-05,0.000330779,yes
Cdh11,XLOC_026793,XLOC_026793,NM_009866,chr8:102632994-102785111,MockIFN,T3D-IFN,OK,0.300787,0.688795,1.19533,3.70726,5.00E-05,0.000330779,yes
Cdh2,XLOC_012610,XLOC_012610,NM_007664,chr18:16588876-16809049,MockIFN,T3D-IFN,OK,0.32266,0.542171,0.748733,2.18214,0.00275,0.0114264,yes
Cdh24,XLOC_008310,XLOC_008310,NM_199470,chr14:54631324-54641381,MockIFN,T3D-IFN,OK,2.57387,1.53036,-0.75007,-2.90637,5.00E-05,0.000330779,yes
Cdk11b,XLOC_018665,XLOC_018665,NM_007661,chr4:155624756-155649937,MockIFN,T3D-IFN,OK,14.9472,22.319,0.578403,3.05294,5.00E-05,0.000330779,yes
Cdk17,XLOC_002199,XLOC_002199,NM_146239,chr10:93160607-93241342,MockIFN,T3D-IFN,OK,9.74466,16.2281,0.735807,3.73765,5.00E-05,0.000330779,yes
Cdk2ap2,XLOC_012925,XLOC_012925,NM_026373,chr19:4096783-4099017,MockIFN,T3D-IFN,OK,563.267,323.577,-0.799712,-4.0932,5.00E-05,0.000330779,yes
Cdk3-ps,XLOC_004072,XLOC_004072,NR_004853,chr11:116216001-116220287,MockIFN,T3D-IFN,OK,0.406499,0.829909,1.0297,1.90221,0.01255,0.0405632,yes
Cdk4,XLOC_002338,XLOC_002338,NM_009870,chr10:127063421-127067282,MockIFN,T3D-IFN,OK,248.936,172.237,-0.531382,-2.8041,5.00E-05,0.000330779,yes
Cdk5r1,XLOC_003693,XLOC_003693,NM_009871,chr11:80476735-80481184,MockIFN,T3D-IFN,OK,1.43263,0.551391,-1.37752,-4.48631,5.00E-05,0.000330779,yes
Cdk5rap3,XLOC_004874,XLOC_004874,NM_030248,chr11:96907785-96916505,MockIFN,T3D-IFN,OK,20.3419,16.2047,-0.328039,-1.68576,0.0154,0.0482236,yes
Cdk8,XLOC_020496,XLOC_020496,NM_153599,chr5:146231179-146302911,MockIFN,T3D-IFN,OK,26.8408,40.0612,0.577778,3.03517,5.00E-05,0.000330779,yes
Cdkn2aipnl,XLOC_003319,XLOC_003319,NM_029976,chr11:51967630-51977336,MockIFN,T3D-IFN,OK,40.149,54.512,0.441211,2.31542,0.00075,0.00376081,yes
Cdkn2d,XLOC_027928,XLOC_027928,NM_009878,chr9:21288463-21291209,MockIFN,T3D-IFN,OK,47.7779,71.4404,0.580398,3.00739,5.00E-05,0.000330779,yes
Cdkn3,XLOC_007724,XLOC_007724,NM_028222,chr14:46760540-46771525,MockIFN,T3D-IFN,OK,60.9605,134.34,1.13994,5.91683,5.00E-05,0.000330779,yes
Cdnf,XLOC_013893,XLOC_013893,NM_177647,chr2:3513025-3526376,MockIFN,T3D-IFN,OK,0.307262,0.626845,1.02864,2.73934,0.00025,0.00142372,yes
Cdon,XLOC_027168,XLOC_027168,NM_021339,chr9:35421482-35507652,MockIFN,T3D-IFN,OK,2.92597,1.01972,-1.52075,-7.00517,5.00E-05,0.000330779,yes
Cdr2,XLOC_025301,XLOC_025301,NM_007672,chr7:120957036-120982312,MockIFN,T3D-IFN,OK,12.9708,17.4595,0.428745,2.20967,0.0016,0.00714725,yes
Cdsn,XLOC_011086,XLOC_011086,NM_001008424,chr17:35543088-35557180,MockIFN,T3D-IFN,OK,2.52594,0.892188,-1.5014,-4.84852,5.00E-05,0.000330779,yes
Cdt1,XLOC_026252,XLOC_026252,NM_026014,chr8:122568014-122573130,MockIFN,T3D-IFN,OK,62.5703,43.8894,-0.511605,-2.6879,0.00015,0.000903447,yes
Ceacam2,XLOC_023229,XLOC_023229,NM_001113368,chr7:25376787-25569112,MockIFN,T3D-IFN,OK,0.43579,0.129422,-1.75155,-1.88619,0.01385,0.0440642,yes
Cecr5,XLOC_022723,XLOC_022723,NM_144815,chr6:120509493-120531299,MockIFN,T3D-IFN,OK,12.3588,9.22429,-0.422031,-2.045,0.0033,0.0133439,yes
Cela1,XLOC_009701,XLOC_009701,NM_033612,chr15:100674421-100687920,MockIFN,T3D-IFN,OK,9.68228,3.07696,-1.65384,-5.7222,5.00E-05,0.000330779,yes
Celf5,XLOC_002802,XLOC_002802,NM_176954,chr10:81459227-81482709,MockIFN,T3D-IFN,OK,1.0833,0.26535,-2.02946,-5.23314,5.00E-05,0.000330779,yes
Cemip,XLOC_024946,XLOC_024946,NM_030728,chr7:83932856-84086505,MockIFN,T3D-IFN,OK,0.227189,0.461717,1.02312,2.40891,0.00175,0.0077276,yes
Cenpe,XLOC_016986,XLOC_016986,NM_173762,chr3:135212562-135273540,MockIFN,T3D-IFN,OK,14.0555,25.3957,0.853456,4.64566,5.00E-05,0.000330779,yes
Cenpf,XLOC_001692,XLOC_001692,NM_001081363,chr1:189640535-189688104,MockIFN,T3D-IFN,OK,8.48657,14.2074,0.743392,4.05345,5.00E-05,0.000330779,yes
Cenpj,XLOC_008359,XLOC_008359,NM_001014996,chr14:56526732-56575465,MockIFN,T3D-IFN,OK,4.44483,2.55209,-0.800446,-4.04561,5.00E-05,0.000330779,yes
Cenpt,XLOC_026823,XLOC_026823,NM_177150,chr8:105844677-105852008,MockIFN,T3D-IFN,OK,8.88039,19.0992,1.10482,5.39798,5.00E-05,0.000330779,yes
Cenpw,XLOC_002520,XLOC_002520,NM_001109747,chr10:30196008-30200540,MockIFN,T3D-IFN,OK,16.3569,25.035,0.614048,3.13141,5.00E-05,0.000330779,yes
Cep104,XLOC_018643,XLOC_018643,NM_177673,chr4:153964448-154008733,MockIFN,T3D-IFN,OK,8.75063,11.8322,0.435265,2.08549,0.00245,0.0103487,yes
Cep120,XLOC_012768,XLOC_012768,NM_178686,chr18:53648150-53744547,MockIFN,T3D-IFN,OK,5.03274,7.15588,0.507788,2.57635,0.00025,0.00142372,yes
Cep128,XLOC_006198,XLOC_006198,NM_181815,chr12:90998491-91384409,MockIFN,T3D-IFN,OK,2.82474,1.96878,-0.520815,-2.47618,0.00025,0.00142372,yes
Cep131,XLOC_005224,XLOC_005224,NM_009734,chr11:120064429-120086827,MockIFN,T3D-IFN,OK,3.8573,2.14082,-0.849424,-3.85568,5.00E-05,0.000330779,yes
Cep152,XLOC_015881,XLOC_015881,NM_001081091,chr2:125563085-125625114,MockIFN,T3D-IFN,OK,3.72864,2.94143,-0.342133,-1.69306,0.01575,0.0491156,yes
Cep162,XLOC_028355,XLOC_028355,NM_199316,chr9:87189622-87255532,MockIFN,T3D-IFN,OK,2.0338,1.13901,-0.836397,-3.85293,5.00E-05,0.000330779,yes
Cep164,XLOC_028106,XLOC_028106,NM_001081373,chr9:45766802-45828654,MockIFN,T3D-IFN,OK,4.39017,2.92463,-0.586025,-2.83512,5.00E-05,0.000330779,yes
Cep170,XLOC_001612,XLOC_001612,NM_001099637,chr1:176733652-176814376,MockIFN,T3D-IFN,OK,16.1855,22.6246,0.483187,2.58596,0.00035,0.00191368,yes
Cep19,XLOC_009970,XLOC_009970,NM_025892,chr16:32099801-32108056,MockIFN,T3D-IFN,OK,3.79189,2.7189,-0.479895,-1.99723,0.00515,0.0194911,yes
Cep192,XLOC_012496,XLOC_012496,NM_027556,chr18:67800106-67885170,MockIFN,T3D-IFN,OK,8.67261,6.92647,-0.324347,-1.72382,0.015,0.0472163,yes
Cep295,XLOC_027880,XLOC_027880,NM_176976,chr9:15283336-15357788,MockIFN,T3D-IFN,OK,4.3604,7.40621,0.764275,2.3184,0.00135,0.00620204,yes
Cep350,XLOC_001463,XLOC_001463,NM_001039184,chr1:155844963-155973266,MockIFN,T3D-IFN,OK,4.78257,3.64453,-0.392054,-1.86716,0.0082,0.0286098,yes
Cep68,XLOC_004248,XLOC_004248,NM_172260,chr11:20227036-20249424,MockIFN,T3D-IFN,OK,12.3036,8.84913,-0.475468,-2.47819,0.0005,0.00262969,yes
Cep78,XLOC_013632,XLOC_013632,NM_198019,chr19:15955749-15985001,MockIFN,T3D-IFN,OK,9.6985,5.27241,-0.879301,-4.25122,5.00E-05,0.000330779,yes
Cep83,XLOC_002219,XLOC_002219,NM_029852,chr10:94688642-94790336,MockIFN,T3D-IFN,OK,30.47,22.3814,-0.445089,-2.33616,0.0013,0.00602591,yes
Cep83os,XLOC_002878,XLOC_002878,NR_015524,chr10:94673492-94688613,MockIFN,T3D-IFN,OK,0.769622,1.09359,0.506856,1.83389,0.0117,0.0382465,yes
Cep89,XLOC_023370,XLOC_023370,NM_028120,chr7:35397017-35438684,MockIFN,T3D-IFN,OK,12.1815,15.3615,0.334632,1.72798,0.0144,0.0455496,yes
Cercam,XLOC_014073,XLOC_014073,NM_207298,chr2:29868638-29882844,MockIFN,T3D-IFN,OK,11.3265,7.81644,-0.535114,-2.60345,0.00025,0.00142372,yes
Cerk,XLOC_009560,XLOC_009560,NM_145475,chr15:86139100-86186141,MockIFN,T3D-IFN,OK,8.22324,5.62979,-0.546626,-2.70922,5.00E-05,0.000330779,yes
Cers5,XLOC_009686,XLOC_009686,NM_028015,chr15:99735591-99772515,MockIFN,T3D-IFN,OK,58.9393,46.4698,-0.342936,-1.80597,0.0104,0.0347891,yes
Ces1g,XLOC_026768,XLOC_026768,NM_021456,chr8:93302368-93337209,MockIFN,T3D-IFN,OK,0.500616,0.173512,-1.52867,-2.71276,0.0012,0.00561999,yes
Cetn2,XLOC_029442,XLOC_029442,NM_019405,chrX:72913564-72918344,MockIFN,T3D-IFN,OK,16.5026,12.1908,-0.436898,-2.14906,0.00215,0.00927207,yes
Cetn4,XLOC_017168,XLOC_017168,NM_145825,chr3:37308626-37312446,MockIFN,T3D-IFN,OK,2.58506,1.59696,-0.694875,-2.23306,0.00295,0.0121597,yes
Cfdp1,XLOC_026890,XLOC_026890,NM_011801,chr8:111768472-111854428,MockIFN,T3D-IFN,OK,97.7245,126.106,0.367844,1.92237,0.00635,0.0231978,yes
Cfl2,XLOC_006025,XLOC_006025,NM_007688,chr12:54858811-54862908,MockIFN,T3D-IFN,OK,25.109,55.8107,1.15234,6.08348,5.00E-05,0.000330779,yes
Cggbp1,XLOC_010100,XLOC_010100,NM_178647,chr16:64851928-64859492,MockIFN,T3D-IFN,OK,20.817,26.7107,0.359656,1.93061,0.0064,0.0233569,yes
Chac1,XLOC_014584,XLOC_014584,NM_026929,chr2:119351241-119354327,MockIFN,T3D-IFN,OK,10.8847,7.19885,-0.596467,-2.68718,0.00035,0.00191368,yes
Chaf1a,XLOC_011256,XLOC_011256,NM_013733,chr17:56040301-56068026,MockIFN,T3D-IFN,OK,38.527,27.6405,-0.479087,-2.54266,0.00035,0.00191368,yes
Chaf1b,XLOC_010180,XLOC_010180,NM_028083,chr16:93883884-93906107,MockIFN,T3D-IFN,OK,24.3373,10.0112,-1.28155,-6.47221,5.00E-05,0.000330779,yes
Chchd1,XLOC_007593,XLOC_007593,NM_025366,chr14:20702011-20704425,MockIFN,T3D-IFN,OK,83.8239,112.166,0.420199,2.17642,0.001,0.00482063,yes
Chchd2,XLOC_021217,XLOC_021217,NM_024166,chr5:129881160-129887470,MockIFN,T3D-IFN,OK,168.398,255.534,0.601644,3.17669,5.00E-05,0.000330779,yes
Chchd4,XLOC_022608,XLOC_022608,NM_133928,chr6:91464275-91473423,MockIFN,T3D-IFN,OK,89.9713,146.548,0.703834,3.72337,5.00E-05,0.000330779,yes
Chchd5,XLOC_014666,XLOC_014666,NM_025395,chr2:129129699-129134111,MockIFN,T3D-IFN,OK,10.4228,15.9298,0.611983,2.86561,5.00E-05,0.000330779,yes
Chd1,XLOC_010766,XLOC_010766,NM_007690,chr17:15704901-15772612,MockIFN,T3D-IFN,OK,13.9285,20.4619,0.554898,2.84092,0.0001,0.00062999,yes
Chd2,XLOC_024875,XLOC_024875,NM_001081345,chr7:73426651-73558665,MockIFN,T3D-IFN,OK,6.47489,10.6534,0.718384,3.68645,5.00E-05,0.000330779,yes
Chd4,XLOC_022046,XLOC_022046,NM_145979,chr6:125096030-125130637,MockIFN,T3D-IFN,OK,55.3545,39.6868,-0.480043,-2.56736,0.0001,0.00062999,yes
Chd6,XLOC_016117,XLOC_016117,NM_173368,chr2:160946977-161109086,MockIFN,T3D-IFN,OK,2.8474,2.00652,-0.504952,-2.55345,0.0004,0.00215578,yes
Chd7,XLOC_017821,XLOC_017821,NM_001277149,chr4:8690405-8868455,MockIFN,T3D-IFN,OK,3.63839,4.6246,0.346031,1.80349,0.0103,0.0345185,yes
Chek1,XLOC_028002,XLOC_028002,NM_007691,chr9:36708481-36727906,MockIFN,T3D-IFN,OK,21.5672,12.9922,-0.73119,-3.85994,5.00E-05,0.000330779,yes
Chek2,XLOC_020161,XLOC_020161,NM_016681,chr5:110839965-110874133,MockIFN,T3D-IFN,OK,5.4263,2.14382,-1.33978,-5.67806,5.00E-05,0.000330779,yes
Cherp,XLOC_026659,XLOC_026659,NM_138585,chr8:72443879-72475233,MockIFN,T3D-IFN,OK,12.4331,22.6196,0.86339,4.26033,5.00E-05,0.000330779,yes
Chic2,XLOC_020856,XLOC_020856,NM_028850,chr5:75005429-75044688,MockIFN,T3D-IFN,OK,38.668,103.837,1.4251,7.06889,5.00E-05,0.000330779,yes
Chmp1a,XLOC_026963,XLOC_026963,NM_145606,chr8:123172474-123212788,MockIFN,T3D-IFN,OK,36.6039,50.5299,0.465139,1.72206,0.0142,0.045043,yes
Chmp4b,XLOC_014854,XLOC_014854,NM_029362,chr2:154656870-154694783,MockIFN,T3D-IFN,OK,162.461,222.725,0.455165,2.41414,0.0009,0.00441027,yes
Chmp7,XLOC_008451,XLOC_008451,NM_134078,chr14:69716978-69732570,MockIFN,T3D-IFN,OK,23.0114,38.2754,0.734069,3.85107,5.00E-05,0.000330779,yes
Chordc1,XLOC_027061,XLOC_027061,NM_025844,chr9:18292266-18314000,MockIFN,T3D-IFN,OK,31.8614,49.2486,0.628274,3.38401,5.00E-05,0.000330779,yes
Chpf2,XLOC_019720,XLOC_019720,NM_133913,chr5:24586730-24592486,MockIFN,T3D-IFN,OK,5.97877,3.28631,-0.863381,-3.70991,5.00E-05,0.000330779,yes
Chrna1,XLOC_015467,XLOC_015467,NM_007389,chr2:73563280-73580338,MockIFN,T3D-IFN,OK,1.07123,3.58557,1.74294,7.41549,5.00E-05,0.000330779,yes
Chrna10,XLOC_025049,XLOC_025049,NM_001081424,chr7:102111265-102117381,MockIFN,T3D-IFN,OK,0,0.388648,inf,#NAME?,5.00E-05,0.000330779,yes
Chst1,XLOC_014468,XLOC_014468,NM_023850,chr2:92599706-92615252,MockIFN,T3D-IFN,OK,20.3877,11.4254,-0.835456,-4.22251,5.00E-05,0.000330779,yes
Chst12,XLOC_020441,XLOC_020441,NM_021528,chr5:140505608-140525238,MockIFN,T3D-IFN,OK,11.4731,3.52686,-1.70179,-7.26532,5.00E-05,0.000330779,yes
Chst13,XLOC_022601,XLOC_022601,NM_027928,chr6:90307634-90325243,MockIFN,T3D-IFN,OK,9.11166,3.91996,-1.21688,-4.75722,5.00E-05,0.000330779,yes
Chst15,XLOC_025413,XLOC_025413,NM_029935,chr7:132235786-132318291,MockIFN,T3D-IFN,OK,9.67269,5.27125,-0.875774,-4.37762,5.00E-05,0.000330779,yes
Chtf18,XLOC_011604,XLOC_011604,NM_145409,chr17:25717171-25727415,MockIFN,T3D-IFN,OK,8.68606,4.95593,-0.809546,-3.89483,5.00E-05,0.000330779,yes
Churc1,XLOC_005569,XLOC_005569,NM_206534,chr12:76765572-76783178,MockIFN,T3D-IFN,OK,65.1389,109.217,0.745611,3.86344,5.00E-05,0.000330779,yes
Cirh1a,XLOC_026147,XLOC_026147,NM_011574,chr8:106893635-106923094,MockIFN,T3D-IFN,OK,46.1506,59.9258,0.376827,1.98913,0.00425,0.0166097,yes
Cisd2,XLOC_017720,XLOC_017720,NM_025902,chr3:135406411-135423433,MockIFN,T3D-IFN,OK,24.3966,19.3109,-0.33726,-1.78763,0.012,0.0390859,yes
Cit,XLOC_020220,XLOC_020220,NM_007708,chr5:115845266-116008910,MockIFN,T3D-IFN,OK,2.89826,3.92796,0.438595,2.18385,0.00255,0.0107235,yes
Ckap2l,XLOC_015926,XLOC_015926,NM_181589,chr2:129268209-129297212,MockIFN,T3D-IFN,OK,17.609,27.1666,0.62552,3.31768,5.00E-05,0.000330779,yes
Cks1b,XLOC_017387,XLOC_017387,NM_016904,chr3:89415471-89418291,MockIFN,T3D-IFN,OK,201.466,321.171,0.672807,3.55742,5.00E-05,0.000330779,yes
Cks2,XLOC_006605,XLOC_006605,NM_025415,chr13:51645231-51650662,MockIFN,T3D-IFN,OK,188.143,303.695,0.690798,3.65339,5.00E-05,0.000330779,yes
Clasrp,XLOC_024365,XLOC_024365,NM_016680,chr7:19581034-19604486,MockIFN,T3D-IFN,OK,10.841,14.919,0.460648,2.28882,0.00065,0.00331638,yes
Clca2,XLOC_017759,XLOC_017759,NM_178697,chr3:145070184-145099551,MockIFN,T3D-IFN,OK,0.742543,0.207389,-1.84013,-4.87089,5.00E-05,0.000330779,yes
Clca3a1,XLOC_017752,XLOC_017752,NM_009899,chr3:144730315-144760944,MockIFN,T3D-IFN,OK,14.4224,3.80975,-1.92054,-9.50257,5.00E-05,0.000330779,yes
Clca3a2,XLOC_017753,XLOC_017753,NM_030601,chr3:144796558-144819494,MockIFN,T3D-IFN,OK,0.197358,0.0576157,-1.77628,-2.49403,0.0049,0.0187331,yes
Clca4a,XLOC_017028,XLOC_017028,NM_207208,chr3:144952485-144982639,MockIFN,T3D-IFN,OK,9.23755,25.6937,1.47583,5.5113,5.00E-05,0.000330779,yes
Clcf1,XLOC_012933,XLOC_012933,NM_019952,chr19:4214205-4223494,MockIFN,T3D-IFN,OK,13.6744,31.1832,1.18929,5.21952,5.00E-05,0.000330779,yes
Clcn1,XLOC_021600,XLOC_021600,NM_013491,chr6:42286684-42324640,MockIFN,T3D-IFN,OK,1.20117,1.77632,0.564452,2.07352,0.0033,0.0133439,yes
Cldn15,XLOC_020382,XLOC_020382,NM_021719,chr5:136966609-136976135,MockIFN,T3D-IFN,OK,33.9558,8.14565,-2.05956,-9.96658,5.00E-05,0.000330779,yes
Cldn34c1,XLOC_029025,XLOC_029025,NM_028426,chrX:123099219-123143960,MockIFN,T3D-IFN,OK,3.94984,2.13186,-0.88968,-2.49931,0.00045,0.00239316,yes
Cldn9,XLOC_011545,XLOC_011545,NM_020293,chr17:23682583-23684026,MockIFN,T3D-IFN,OK,77.4678,59.6891,-0.376129,-1.96782,0.0055,0.0205747,yes
Clec11a,XLOC_024669,XLOC_024669,NM_009131,chr7:44303765-44306975,MockIFN,T3D-IFN,OK,24.6976,6.38493,-1.95163,-9.44004,5.00E-05,0.000330779,yes
Clec2d,XLOC_022082,XLOC_022082,NM_053109,chr6:129180554-129186535,MockIFN,T3D-IFN,OK,166.822,114.329,-0.545114,-2.89416,0.00015,0.000903447,yes
Clic1,XLOC_011060,XLOC_011060,NM_033444,chr17:35050242-35058719,MockIFN,T3D-IFN,OK,240.931,392.48,0.703997,3.75058,5.00E-05,0.000330779,yes
Clk1,XLOC_001061,XLOC_001061,NM_001042634,chr1:58411987-58424088,MockIFN,T3D-IFN,OK,33.91,42.769,0.334856,1.76812,0.013,0.0417565,yes
Clk4,XLOC_003313,XLOC_003313,NM_007714,chr11:51262984-51281764,MockIFN,T3D-IFN,OK,18.4808,26.2058,0.503857,2.61429,0.0001,0.00062999,yes
Cln6,XLOC_027441,XLOC_027441,NM_001033175,chr9:62838786-62875923,MockIFN,T3D-IFN,OK,14.3262,6.97393,-1.03862,-2.74227,0.0005,0.00262969,yes
Clpb,XLOC_023739,XLOC_023739,NM_009191,chr7:101663614-101790168,MockIFN,T3D-IFN,OK,31.6449,19.9526,-0.665392,-2.53181,0.00025,0.00142372,yes
Clpp,XLOC_011277,XLOC_011277,NM_017393,chr17:56990263-56996371,MockIFN,T3D-IFN,OK,47.3107,61.3082,0.373912,1.93974,0.00575,0.021386,yes
Clptm1,XLOC_024367,XLOC_024367,NM_019649,chr7:19631579-19665032,MockIFN,T3D-IFN,OK,39.4172,53.4332,0.43891,1.95027,0.00505,0.0191728,yes
Clspn,XLOC_018354,XLOC_018354,NM_175554,chr4:126556963-126593903,MockIFN,T3D-IFN,OK,22.4655,11.987,-0.906235,-4.55708,5.00E-05,0.000330779,yes
Cluap1,XLOC_009788,XLOC_009788,NM_029738,chr16:3909008-3941155,MockIFN,T3D-IFN,OK,7.2106,2.93795,-1.29531,-5.64688,5.00E-05,0.000330779,yes
Cmas,XLOC_022156,XLOC_022156,NM_009908,chr6:142756685-142775714,MockIFN,T3D-IFN,OK,56.1424,79.1162,0.494882,2.61639,0.0002,0.00116766,yes
