Gene_Name,test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
Dek,XLOC_007711,XLOC_007711,NM_025900,chr13:47043498-47106221,MockIFN,T1L-IFN,OK,73.65,53.3914,-0.46408,-2.35387,0.00085,0.00275623,yes
Dennd4a,XLOC_029311,XLOC_029311,NM_001162917,chr9:64811010-64919667,MockIFN,T1L-IFN,OK,2.4065,3.48644,0.534815,2.69438,0.00025,0.000924854,yes
Dennd4c,XLOC_019369,XLOC_019369,NM_184088,chr4:86748554-86850602,MockIFN,T1L-IFN,OK,11.2815,5.41748,-1.05827,-5.46951,5.00E-05,0.00020697,yes
Dennd5a,XLOC_026926,XLOC_026926,NM_021494,chr7:109893777-109960463,MockIFN,T1L-IFN,OK,37.6736,49.2918,0.387794,2.04651,0.00405,0.0110714,yes
Dennd5b,XLOC_024559,XLOC_024559,NM_177192,chr6:148988068-149101680,MockIFN,T1L-IFN,OK,1.67107,5.78389,1.79127,8.96933,5.00E-05,0.00020697,yes
Depdc1b,XLOC_007398,XLOC_007398,NM_178683,chr13:108316336-108389557,MockIFN,T1L-IFN,OK,4.21771,3.12162,-0.434165,-1.90492,0.00745,0.0188662,yes
Depdc7,XLOC_016862,XLOC_016862,NM_144804,chr2:104721786-104742842,MockIFN,T1L-IFN,OK,21.031,11.8189,-0.831419,-4.11538,5.00E-05,0.00020697,yes
Dera,XLOC_023695,XLOC_023695,NM_172733,chr6:137754530-137856697,MockIFN,T1L-IFN,OK,38.1858,27.0665,-0.496527,-2.34851,0.0007,0.00230871,yes
Desi2,XLOC_000832,XLOC_000832,NM_024282,chr1:178187416-178252619,MockIFN,T1L-IFN,OK,27.9991,42.8282,0.613179,3.2462,5.00E-05,0.00020697,yes
Det1,XLOC_026589,XLOC_026589,NM_029585,chr7:78820895-78847237,MockIFN,T1L-IFN,OK,9.48327,13.6847,0.529111,2.48589,0.00015,0.000579177,yes
Dexi,XLOC_011070,XLOC_011070,NM_021428,chr16:10530206-10545242,MockIFN,T1L-IFN,OK,13.6372,9.08124,-0.586582,-1.96876,0.0097,0.0238444,yes
Dfna5,XLOC_023976,XLOC_023976,NM_018769,chr6:50207402-50261769,MockIFN,T1L-IFN,OK,2.46467,1.53907,-0.67934,-2.55053,0.00065,0.00215753,yes
Dgcr8,XLOC_011133,XLOC_011133,NM_033324,chr16:18248882-18289208,MockIFN,T1L-IFN,OK,13.7847,3.49775,-1.97857,-7.54426,5.00E-05,0.00020697,yes
Dgke,XLOC_005189,XLOC_005189,NM_019505,chr11:89035183-89067884,MockIFN,T1L-IFN,OK,7.58455,4.16257,-0.865589,-3.9926,5.00E-05,0.00020697,yes
Dhcr7,XLOC_025828,XLOC_025828,NM_007856,chr7:143823166-143848412,MockIFN,T1L-IFN,OK,5.77207,1.28852,-2.16338,-8.24803,5.00E-05,0.00020697,yes
Dhfr,XLOC_007319,XLOC_007319,NM_010049,chr13:92211880-92389053,MockIFN,T1L-IFN,OK,22.9786,14.8899,-0.625955,-2.97256,5.00E-05,0.00020697,yes
Dhodh,XLOC_028630,XLOC_028630,NM_020046,chr8:109593247-109608681,MockIFN,T1L-IFN,OK,7.35384,3.25903,-1.17405,-5.21368,5.00E-05,0.00020697,yes
Dhrs11,XLOC_005149,XLOC_005149,NM_177564,chr11:84820727-84829035,MockIFN,T1L-IFN,OK,2.94174,1.4745,-0.996441,-3.04601,0.0001,0.000397895,yes
Dhrs13,XLOC_003955,XLOC_003955,NM_183286,chr11:78032312-78037864,MockIFN,T1L-IFN,OK,21.7322,10.2632,-1.08235,-5.20853,5.00E-05,0.00020697,yes
Dhrs9,XLOC_015275,XLOC_015275,NM_175512,chr2:69380370-69408032,MockIFN,T1L-IFN,OK,13.0684,5.5078,-1.24653,-5.48554,5.00E-05,0.00020697,yes
Dhrsx,XLOC_021025,XLOC_021025,NM_001033326,chr4_GL456216_random:15625-36214,MockIFN,T1L-IFN,OK,11.5883,17.8952,0.626905,3.01543,5.00E-05,0.00020697,yes
Dhx29,XLOC_007417,XLOC_007417,NM_172594,chr13:112927481-112969434,MockIFN,T1L-IFN,OK,17.8936,8.69532,-1.04114,-5.35264,5.00E-05,0.00020697,yes
Dhx36,XLOC_018458,XLOC_018458,NM_028136,chr3:62468010-62507036,MockIFN,T1L-IFN,OK,24.2247,17.6279,-0.458622,-2.4151,0.00065,0.00215753,yes
Dhx37,XLOC_022678,XLOC_022678,NM_203319,chr5:125412623-125434166,MockIFN,T1L-IFN,OK,16.5831,5.79845,-1.51597,-7.56765,5.00E-05,0.00020697,yes
Dhx58,XLOC_005370,XLOC_005370,NM_030150,chr11:100691060-100704280,MockIFN,T1L-IFN,OK,62.1999,11.6232,-2.41991,-12.3008,5.00E-05,0.00020697,yes
Dhx8,XLOC_004280,XLOC_004280,NM_144831,chr11:101732955-101767357,MockIFN,T1L-IFN,OK,12.6504,6.48383,-0.964264,-4.91748,5.00E-05,0.00020697,yes
Dhx9,XLOC_001601,XLOC_001601,NM_007842,chr1:153455757-153487678,MockIFN,T1L-IFN,OK,73.6585,36.1548,-1.02667,-5.46878,5.00E-05,0.00020697,yes
Diablo,XLOC_022652,XLOC_022652,NM_023232,chr5:123510459-123524164,MockIFN,T1L-IFN,OK,38.8279,22.466,-0.789349,-3.99991,5.00E-05,0.00020697,yes
Diaph2,XLOC_030935,XLOC_030935,NM_172493,chrX:129749720-130465833,MockIFN,T1L-IFN,OK,1.15592,2.58808,1.16285,4.92022,5.00E-05,0.00020697,yes
Dicer1,XLOC_006734,XLOC_006734,NM_148948,chr12:104687738-104752101,MockIFN,T1L-IFN,OK,12.2175,8.53613,-0.517295,-2.70478,5.00E-05,0.00020697,yes
Diexf,XLOC_001899,XLOC_001899,NM_145415,chr1:193104402-193130293,MockIFN,T1L-IFN,OK,10.4859,7.15384,-0.551658,-2.53378,0.0003,0.00109165,yes
Dimt1,XLOC_007384,XLOC_007384,NM_025447,chr13:106946884-106960224,MockIFN,T1L-IFN,OK,9.74854,7.06395,-0.464711,-2.2856,0.0006,0.00200771,yes
Dis3,XLOC_009179,XLOC_009179,NM_028315,chr14:99076633-99254494,MockIFN,T1L-IFN,OK,16.1073,8.13301,-0.985858,-4.7883,5.00E-05,0.00020697,yes
Dixdc1,XLOC_030018,XLOC_030018,NM_178118,chr9:50661062-50728226,MockIFN,T1L-IFN,OK,2.11103,1.10777,-0.930293,-3.95492,5.00E-05,0.00020697,yes
Dkc1,XLOC_030787,XLOC_030787,NM_001030307,chrX:75095853-75131030,MockIFN,T1L-IFN,OK,71.0675,37.0104,-0.941257,-4.28494,5.00E-05,0.00020697,yes
Dleu2,XLOC_009028,XLOC_009028,NR_028264,chr14:61598225-61682396,MockIFN,T1L-IFN,OK,2.28204,6.0903,1.41619,4.18181,5.00E-05,0.00020697,yes
Dlgap1,XLOC_012972,XLOC_012972,NM_027712,chr17:70424791-70821413,MockIFN,T1L-IFN,OK,0.966634,4.6005,2.25075,3.19303,5.00E-05,0.00020697,yes
Dlx1,XLOC_015295,XLOC_015295,NM_010053,chr2:71529444-71540709,MockIFN,T1L-IFN,OK,1.92381,0.816538,-1.23637,-3.52631,5.00E-05,0.00020697,yes
Dlx1as,XLOC_016569,XLOC_016569,NR_002854,chr2:71529444-71540709,MockIFN,T1L-IFN,OK,1.29847,0.63111,-1.04085,-2.57597,0.00015,0.000579177,yes
Dlx2,XLOC_016570,XLOC_016570,NM_010054,chr2:71543406-71546754,MockIFN,T1L-IFN,OK,9.46945,4.53171,-1.06322,-4.59781,5.00E-05,0.00020697,yes
Dlx3,XLOC_004129,XLOC_004129,NM_010055,chr11:95120116-95125291,MockIFN,T1L-IFN,OK,7.41784,2.76198,-1.4253,-6.14913,5.00E-05,0.00020697,yes
Dmwd,XLOC_024716,XLOC_024716,NM_010058,chr7:19076090-19083097,MockIFN,T1L-IFN,OK,15.574,31.6261,1.02198,5.10492,5.00E-05,0.00020697,yes
Dmxl1,XLOC_013331,XLOC_013331,NM_001081371,chr18:49832612-49965473,MockIFN,T1L-IFN,OK,19.7407,12.5438,-0.654206,-3.43487,5.00E-05,0.00020697,yes
Dna2,XLOC_002159,XLOC_002159,NM_177372,chr10:62947028-62974188,MockIFN,T1L-IFN,OK,9.04686,2.36734,-1.93415,-6.07191,5.00E-05,0.00020697,yes
Dnaaf1,XLOC_027951,XLOC_027951,NM_026648,chr8:119575234-119605240,MockIFN,T1L-IFN,OK,0.469586,0.125517,-1.9035,-2.38621,0.0046,0.0122648,yes
Dnaaf2,XLOC_006511,XLOC_006511,NM_027269,chr12:69189035-69199868,MockIFN,T1L-IFN,OK,16.3714,5.33915,-1.6165,-6.39392,5.00E-05,0.00020697,yes
Dnaaf5,XLOC_021867,XLOC_021867,NM_001081265,chr5:139150222-139186505,MockIFN,T1L-IFN,OK,5.33089,7.00645,0.394309,1.84633,0.0098,0.0240755,yes
Dnah1,XLOC_008253,XLOC_008253,NM_001033668,chr14:31260374-31323896,MockIFN,T1L-IFN,OK,3.9527,1.88305,-1.06977,-1.9883,0.0084,0.0210192,yes
Dnah6,XLOC_024077,XLOC_024077,NM_001164669,chr6:73017606-73222165,MockIFN,T1L-IFN,OK,0.140745,0.258404,0.876544,2.99389,5.00E-05,0.00020697,yes
Dnah7b,XLOC_001110,XLOC_001110,NM_001160386,chr1:46066737-46373550,MockIFN,T1L-IFN,OK,0.93229,0,#NAME?,#NAME?,0.00015,0.000579177,yes
Dnajb1,XLOC_027705,XLOC_027705,NM_018808,chr8:83608174-83622345,MockIFN,T1L-IFN,OK,65.5563,178.995,1.44911,7.0097,5.00E-05,0.00020697,yes
Dnajb13,XLOC_025359,XLOC_025359,NM_153527,chr7:100500024-100514815,MockIFN,T1L-IFN,OK,0.56894,0.155127,-1.87483,-3.35866,5.00E-05,0.00020697,yes
Dnajb13,XLOC_025360,XLOC_025360,NM_153527,chr7:100500024-100514815,MockIFN,T1L-IFN,OK,0.627481,0.0512758,-3.61322,-3.44648,0.002,0.00601726,yes
Dnajb14,XLOC_018202,XLOC_018202,NM_001033155,chr3:137867674-137914060,MockIFN,T1L-IFN,OK,10.623,14.8835,0.486518,1.84557,0.00925,0.0228688,yes
Dnajb5,XLOC_019213,XLOC_019213,NM_019874,chr4:42949871-42958732,MockIFN,T1L-IFN,OK,4.54293,2.70579,-0.747577,-3.1813,5.00E-05,0.00020697,yes
Dnajb9,XLOC_006449,XLOC_006449,NM_013760,chr12:44205896-44210068,MockIFN,T1L-IFN,OK,21.4275,15.4967,-0.467497,-2.36605,0.0006,0.00200771,yes
Dnajc10,XLOC_015356,XLOC_015356,NM_024181,chr2:80315465-80354055,MockIFN,T1L-IFN,OK,31.5724,16.5541,-0.931472,-4.88366,5.00E-05,0.00020697,yes
Dnajc16,XLOC_020868,XLOC_020868,NM_172338,chr4:141760182-141790906,MockIFN,T1L-IFN,OK,3.5104,4.55978,0.377328,1.77517,0.01105,0.0267724,yes
Dnajc2,XLOC_022047,XLOC_022047,NM_009584,chr5:21757276-21785237,MockIFN,T1L-IFN,OK,116.636,83.3181,-0.485313,-2.57713,0.00015,0.000579177,yes
Dnajc21,XLOC_009895,XLOC_009895,NM_030046,chr15:10446759-10470601,MockIFN,T1L-IFN,OK,38.3286,55.9963,0.546912,2.87946,5.00E-05,0.00020697,yes
Dnajc22,XLOC_009772,XLOC_009772,NM_176835,chr15:99093146-99106900,MockIFN,T1L-IFN,OK,12.5863,6.20556,-1.02022,-3.95885,5.00E-05,0.00020697,yes
Dnajc25,XLOC_019309,XLOC_019309,NM_001033165,chr4:59003136-59025947,MockIFN,T1L-IFN,OK,21.2837,14.0013,-0.60419,-2.87139,5.00E-05,0.00020697,yes
Dnajc3,XLOC_008632,XLOC_008632,NM_008929,chr14:118937931-118981702,MockIFN,T1L-IFN,OK,21.7565,6.66959,-1.70577,-8.81188,5.00E-05,0.00020697,yes
Dnajc9,XLOC_008699,XLOC_008699,NM_134081,chr14:20384637-20388910,MockIFN,T1L-IFN,OK,45.5028,26.9547,-0.755416,-3.90323,5.00E-05,0.00020697,yes
Dnal4,XLOC_010241,XLOC_010241,NM_017470,chr15:79761323-79774962,MockIFN,T1L-IFN,OK,13.486,22.0863,0.711693,3.4476,5.00E-05,0.00020697,yes
Dnase1l3,XLOC_008662,XLOC_008662,NM_007870,chr14:7965189-7994182,MockIFN,T1L-IFN,OK,0.788047,0.207433,-1.92564,-4.7798,5.00E-05,0.00020697,yes
Dner,XLOC_001294,XLOC_001294,NM_152915,chr1:84369838-84696221,MockIFN,T1L-IFN,OK,0.330257,0.834129,1.33668,2.49757,0.0024,0.00709613,yes
Dnm3os,XLOC_000706,XLOC_000706,NR_002870,chr1:161987301-162478034,MockIFN,T1L-IFN,OK,0.938579,0.13405,-2.80771,-7.46814,5.00E-05,0.00020697,yes
Dnttip1,XLOC_016031,XLOC_016031,NM_133763,chr2:164746014-164768219,MockIFN,T1L-IFN,OK,45.8686,66.4564,0.534901,2.76359,5.00E-05,0.00020697,yes
Dock1,XLOC_025734,XLOC_025734,NM_001033420,chr7:134670626-135173647,MockIFN,T1L-IFN,OK,7.89611,6.28216,-0.329881,-1.70052,0.01545,0.0358973,yes
Dock4,XLOC_005854,XLOC_005854,NM_172803,chr12:40446005-40846889,MockIFN,T1L-IFN,OK,3.51593,2.42108,-0.538255,-2.67044,5.00E-05,0.00020697,yes
Dock5,XLOC_009090,XLOC_009090,NM_177780,chr14:67751927-67933572,MockIFN,T1L-IFN,OK,8.76267,5.40346,-0.697486,-3.62239,5.00E-05,0.00020697,yes
Dock6,XLOC_029815,XLOC_029815,NM_177030,chr9:21799926-21852635,MockIFN,T1L-IFN,OK,5.90434,7.6087,0.365872,1.68827,0.01775,0.0405471,yes
Dock8,XLOC_014152,XLOC_014152,NM_028785,chr19:24999528-25202432,MockIFN,T1L-IFN,OK,0.458531,0.267992,-0.77483,-2.43211,0.00115,0.00363915,yes
Dolk,XLOC_016379,XLOC_016379,NM_177648,chr2:30266202-30286354,MockIFN,T1L-IFN,OK,12.8616,4.61497,-1.47868,-5.32128,5.00E-05,0.00020697,yes
Donson,XLOC_011484,XLOC_011484,NM_021720,chr16:91679264-91688728,MockIFN,T1L-IFN,OK,9.14369,5.21164,-0.811038,-3.81812,5.00E-05,0.00020697,yes
Dopey1,XLOC_029426,XLOC_029426,NM_177208,chr9:86467153-86571845,MockIFN,T1L-IFN,OK,3.2108,2.02385,-0.665829,-2.6577,0.0002,0.000754234,yes
Dpcr1,XLOC_012702,XLOC_012702,NM_001033366,chr17:35635754-35643695,MockIFN,T1L-IFN,OK,0.216325,0.0856753,-1.33625,-1.78805,0.022,0.0485339,yes
Dpf1,XLOC_024908,XLOC_024908,NM_013874,chr7:29256329-29317961,MockIFN,T1L-IFN,OK,5.93854,16.46,1.47078,6.84974,5.00E-05,0.00020697,yes
Dph2,XLOC_020560,XLOC_020560,NM_026344,chr4:117888642-117892038,MockIFN,T1L-IFN,OK,11.0285,3.74916,-1.55659,-7.18474,5.00E-05,0.00020697,yes
Dpp3,XLOC_014436,XLOC_014436,NM_133803,chr19:4907228-4928287,MockIFN,T1L-IFN,OK,64.2496,44.7602,-0.521472,-2.73852,0.0001,0.000397895,yes
Dpp7,XLOC_016298,XLOC_016298,NM_031843,chr2:25352285-25356929,MockIFN,T1L-IFN,OK,5.62426,19.5316,1.79607,8.13824,5.00E-05,0.00020697,yes
Dppa5a,XLOC_030216,XLOC_030216,NM_025274,chr9:78367053-78368199,MockIFN,T1L-IFN,OK,2.84504,1.2136,-1.22915,-2.71746,0.00075,0.00245918,yes
Dpy19l1,XLOC_029836,XLOC_029836,NM_172920,chr9:24411778-24503350,MockIFN,T1L-IFN,OK,24.7577,12.1932,-1.0218,-5.22868,5.00E-05,0.00020697,yes
Dpy19l3,XLOC_026319,XLOC_026319,NM_178704,chr7:35683122-35754454,MockIFN,T1L-IFN,OK,3.97561,2.85807,-0.476137,-2.03693,0.00425,0.0115432,yes
Dpysl2,XLOC_009068,XLOC_009068,NM_009955,chr14:66802863-66868600,MockIFN,T1L-IFN,OK,12.8178,6.36281,-1.01041,-5.03212,5.00E-05,0.00020697,yes
Dqx1,XLOC_023318,XLOC_023318,NM_033606,chr6:83057843-83067219,MockIFN,T1L-IFN,OK,0.728831,1.18384,0.699813,2.30958,0.0017,0.00519114,yes
Dr1,XLOC_021571,XLOC_021571,NM_026106,chr5:108268896-108280521,MockIFN,T1L-IFN,OK,29.2126,21.4278,-0.447108,-2.33993,0.00125,0.0039261,yes
Dram1,XLOC_003116,XLOC_003116,NM_027878,chr10:88322803-88357262,MockIFN,T1L-IFN,OK,13.5061,8.63985,-0.64453,-3.03678,5.00E-05,0.00020697,yes
Draxin,XLOC_020913,XLOC_020913,NM_027426,chr4:148098436-148130698,MockIFN,T1L-IFN,OK,1.70428,0.283283,-2.58884,-7.4869,5.00E-05,0.00020697,yes
Dscc1,XLOC_010031,XLOC_010031,NM_183089,chr15:55076092-55091329,MockIFN,T1L-IFN,OK,21.7371,9.25083,-1.23251,-5.86225,5.00E-05,0.00020697,yes
Dscr3,XLOC_011505,XLOC_011505,NM_007834,chr16:94497723-94526629,MockIFN,T1L-IFN,OK,15.6257,33.2517,1.08951,5.56764,5.00E-05,0.00020697,yes
Dse,XLOC_002792,XLOC_002792,NM_172508,chr10:34151388-34207551,MockIFN,T1L-IFN,OK,11.309,5.11193,-1.14553,-5.76401,5.00E-05,0.00020697,yes
Dsel,XLOC_001410,XLOC_001410,NM_001081316,chr1:111858574-111864932,MockIFN,T1L-IFN,OK,4.75498,2.60925,-0.865803,-4.28925,5.00E-05,0.00020697,yes
Dtd2,XLOC_006458,XLOC_006458,NM_029545,chr12:51988286-52006522,MockIFN,T1L-IFN,OK,12.5421,20.7104,0.723574,3.12009,5.00E-05,0.00020697,yes
Dtl,XLOC_001889,XLOC_001889,NM_029766,chr1:191537364-191575534,MockIFN,T1L-IFN,OK,27.0689,8.49735,-1.67155,-8.63983,5.00E-05,0.00020697,yes
Dtwd1,XLOC_015689,XLOC_015689,NM_026981,chr2:126152140-126165283,MockIFN,T1L-IFN,OK,13.4434,18.0124,0.42209,2.05727,0.0035,0.00983648,yes
Dtx3l,XLOC_011252,XLOC_011252,NM_001013371,chr16:35926514-35972631,MockIFN,T1L-IFN,OK,21.0916,5.05089,-2.06206,-7.08128,5.00E-05,0.00020697,yes
Dtx4,XLOC_014611,XLOC_014611,NM_172442,chr19:12466332-12502193,MockIFN,T1L-IFN,OK,8.21112,5.02202,-0.709312,-3.47554,5.00E-05,0.00020697,yes
Dus1l,XLOC_005662,XLOC_005662,NM_026824,chr11:120789201-120796395,MockIFN,T1L-IFN,OK,22.662,14.2443,-0.669888,-3.3501,5.00E-05,0.00020697,yes
Dusp1,XLOC_012525,XLOC_012525,NM_013642,chr17:26505590-26508472,MockIFN,T1L-IFN,OK,5.33115,11.6466,1.12739,4.98321,5.00E-05,0.00020697,yes
Dusp11,XLOC_024139,XLOC_024139,NM_028099,chr6:85942268-85961769,MockIFN,T1L-IFN,OK,12.6899,23.8948,0.913017,4.81693,5.00E-05,0.00020697,yes
Dusp14,XLOC_005142,XLOC_005142,NM_019819,chr11:84048021-84069224,MockIFN,T1L-IFN,OK,11.4197,2.98305,-1.93667,-7.61739,5.00E-05,0.00020697,yes
Dusp18,XLOC_003392,XLOC_003392,NM_173745,chr11:3886087-3901300,MockIFN,T1L-IFN,OK,3.20964,1.03385,-1.63438,-5.77591,5.00E-05,0.00020697,yes
Dusp23,XLOC_001757,XLOC_001757,NM_026725,chr1:172630768-172632974,MockIFN,T1L-IFN,OK,1.4755,0.737485,-1.00052,-2.48059,0.00095,0.00305114,yes
Dusp28,XLOC_000458,XLOC_000458,NM_175118,chr1:92906988-92908620,MockIFN,T1L-IFN,OK,7.94386,2.41119,-1.72009,-6.33846,5.00E-05,0.00020697,yes
Dusp3,XLOC_005398,XLOC_005398,NM_028207,chr11:101971141-101984808,MockIFN,T1L-IFN,OK,6.93254,21.7155,1.64727,8.34927,5.00E-05,0.00020697,yes
Dusp4,XLOC_027492,XLOC_027492,NM_176933,chr8:34807267-34821955,MockIFN,T1L-IFN,OK,16.3994,22.1642,0.434583,2.18871,0.0019,0.0057446,yes
Dusp5,XLOC_014328,XLOC_014328,NM_001085390,chr19:53529105-53542417,MockIFN,T1L-IFN,OK,13.7308,10.2117,-0.427192,-2.019,0.0042,0.0114366,yes
Dusp6,XLOC_002461,XLOC_002461,NM_026268,chr10:99263230-99267489,MockIFN,T1L-IFN,OK,18.6318,5.63677,-1.72482,-8.32656,5.00E-05,0.00020697,yes
Dusp7,XLOC_029520,XLOC_029520,NM_153459,chr9:106368631-106375723,MockIFN,T1L-IFN,OK,45.5586,17.7012,-1.36387,-6.98513,5.00E-05,0.00020697,yes
Dvl2,XLOC_003825,XLOC_003825,NM_007888,chr11:70000625-70010109,MockIFN,T1L-IFN,OK,19.0775,14.9487,-0.351852,-1.78016,0.0115,0.0277463,yes
Dym,XLOC_013474,XLOC_013474,NM_027727,chr18:75018727-75286966,MockIFN,T1L-IFN,OK,13.8105,21.3761,0.630235,3.18901,5.00E-05,0.00020697,yes
Dync1h1,XLOC_006251,XLOC_006251,NM_030238,chr12:110601394-110666944,MockIFN,T1L-IFN,OK,22.5242,30.1743,0.421843,2.22894,0.0015,0.00462653,yes
Dync1li1,XLOC_029634,XLOC_029634,NM_146229,chr9:114688725-114724320,MockIFN,T1L-IFN,OK,34.1704,26.1105,-0.388119,-1.98667,0.0051,0.0134368,yes
Dync1li2,XLOC_028573,XLOC_028573,NM_001013380,chr8:104417673-104443047,MockIFN,T1L-IFN,OK,17.85,24.2931,0.444623,2.32419,0.00105,0.00335102,yes
Dync2h1,XLOC_029723,XLOC_029723,NM_029851,chr9:6928502-7177046,MockIFN,T1L-IFN,OK,0.538705,1.19243,1.14634,5.35909,5.00E-05,0.00020697,yes
Dyrk3,XLOC_001475,XLOC_001475,NM_145508,chr1:131128440-131138234,MockIFN,T1L-IFN,OK,11.7574,6.22545,-0.917324,-4.13459,5.00E-05,0.00020697,yes
Dyrk4,XLOC_024376,XLOC_024376,NM_207210,chr6:126876121-126922955,MockIFN,T1L-IFN,OK,0.0628138,0.431005,2.77855,3.23772,0.00075,0.00245918,yes
Dzip1,XLOC_009216,XLOC_009216,NM_025943,chr14:118875519-118925461,MockIFN,T1L-IFN,OK,2.97839,2.25975,-0.398371,-1.84635,0.00945,0.0233035,yes
Dzip1l,XLOC_029485,XLOC_029485,NM_028258,chr9:99629548-99670502,MockIFN,T1L-IFN,OK,5.68502,3.96428,-0.520106,-2.5239,0.0003,0.00109165,yes
E130018N17Rik,XLOC_017359,XLOC_017359,NR_040327,chr2:168151800-168154537,MockIFN,T1L-IFN,OK,3.31278,0.651007,-2.3473,-5.87149,5.00E-05,0.00020697,yes
E130112N10Rik,XLOC_023598,XLOC_023598,NR_015604,chr6:125224211-125247471,MockIFN,T1L-IFN,OK,1.9787,1.02984,-0.942132,-1.60435,0.01675,0.0385063,yes
E130309D02Rik,XLOC_022829,XLOC_022829,NM_172726,chr5:143301071-143315376,MockIFN,T1L-IFN,OK,55.9366,29.2831,-0.933726,-4.78963,5.00E-05,0.00020697,yes
E130311K13Rik,XLOC_018461,XLOC_018461,NM_177856,chr3:63914695-63929385,MockIFN,T1L-IFN,OK,3.44437,6.83256,0.988187,4.30243,5.00E-05,0.00020697,yes
E2f2,XLOC_019794,XLOC_019794,NM_177733,chr4:136172271-136196406,MockIFN,T1L-IFN,OK,6.21016,1.19655,-2.37575,-10.3094,5.00E-05,0.00020697,yes
E2f5,XLOC_017502,XLOC_017502,NM_007892,chr3:14578670-14611256,MockIFN,T1L-IFN,OK,19.3192,30.3143,0.649961,2.10334,0.00305,0.00870365,yes
E2f7,XLOC_002500,XLOC_002500,NM_178609,chr10:110745464-110787384,MockIFN,T1L-IFN,OK,5.27976,3.04081,-0.796015,-3.86901,5.00E-05,0.00020697,yes
E2f8,XLOC_026453,XLOC_026453,NM_001013368,chr7:48866426-48881616,MockIFN,T1L-IFN,OK,16.4935,6.23709,-1.40296,-7.11985,5.00E-05,0.00020697,yes
E330020D12Rik,XLOC_001597,XLOC_001597,NR_033736,chr1:153404185-153414233,MockIFN,T1L-IFN,OK,0.979901,0.614734,-0.672672,-2.08861,0.00435,0.0117847,yes
E330034G19Rik,XLOC_008205,XLOC_008205,NM_001033214,chr14:24293363-24309961,MockIFN,T1L-IFN,OK,0.976771,3.05653,1.6458,3.67864,5.00E-05,0.00020697,yes
Eaf1,XLOC_008255,XLOC_008255,NM_028932,chr14:31495078-31509858,MockIFN,T1L-IFN,OK,42.5691,55.5715,0.384539,1.95923,0.00575,0.0149718,yes
Eapp,XLOC_006470,XLOC_006470,NM_025456,chr12:54673466-54695865,MockIFN,T1L-IFN,OK,39.7823,49.7967,0.323922,1.67571,0.0167,0.0384001,yes
Ears2,XLOC_027018,XLOC_027018,NM_026140,chr7:122031835-122067090,MockIFN,T1L-IFN,OK,11.096,25.424,1.19615,5.87539,5.00E-05,0.00020697,yes
Ebna1bp2,XLOC_019603,XLOC_019603,NM_026932,chr4:118620613-118632137,MockIFN,T1L-IFN,OK,71.3481,52.2131,-0.450463,-2.36289,0.00095,0.00305114,yes
Ebp,XLOC_031143,XLOC_031143,NM_007898,chrX:8185330-8193517,MockIFN,T1L-IFN,OK,45.0997,30.2579,-0.575804,-2.7656,5.00E-05,0.00020697,yes
Ecd,XLOC_008698,XLOC_008698,NM_027475,chr14:20319858-20348121,MockIFN,T1L-IFN,OK,19.082,6.67854,-1.51461,-7.58985,5.00E-05,0.00020697,yes
Ece1,XLOC_019817,XLOC_019817,NM_199307,chr4:137862236-137965232,MockIFN,T1L-IFN,OK,17.4174,13.9532,-0.319929,-1.65853,0.01825,0.0415906,yes
Edc3,XLOC_029241,XLOC_029241,NM_153799,chr9:57708568-57750162,MockIFN,T1L-IFN,OK,10.0668,5.16415,-0.963007,-4.71841,5.00E-05,0.00020697,yes
Edem1,XLOC_023452,XLOC_023452,NM_138677,chr6:108828454-108862122,MockIFN,T1L-IFN,OK,33.5576,22.8429,-0.554893,-2.81264,5.00E-05,0.00020697,yes
Edem3,XLOC_000654,XLOC_000654,NM_001039644,chr1:151755164-151822328,MockIFN,T1L-IFN,OK,10.1493,4.85372,-1.06422,-5.48082,5.00E-05,0.00020697,yes
Edf1,XLOC_015029,XLOC_015029,NM_021519,chr2:25557899-25562082,MockIFN,T1L-IFN,OK,130.522,166.688,0.352857,1.83638,0.00835,0.0208993,yes
Edrf1,XLOC_025730,XLOC_025730,NM_178115,chr7:133637623-133673017,MockIFN,T1L-IFN,OK,5.4544,3.92707,-0.473968,-2.36116,0.0013,0.00406861,yes
Eea1,XLOC_002442,XLOC_002442,NM_001001932,chr10:95940662-96045518,MockIFN,T1L-IFN,OK,17.0564,24.6939,0.533842,2.70375,0.0002,0.000754234,yes
Eef1akmt1,XLOC_009003,XLOC_009003,NM_026526,chr14:57549597-57571569,MockIFN,T1L-IFN,OK,35.3043,17.7127,-0.995058,-4.75172,5.00E-05,0.00020697,yes
Eef2,XLOC_002331,XLOC_002331,NM_007907,chr10:81176630-81182509,MockIFN,T1L-IFN,OK,521.828,822.755,0.656887,3.46277,5.00E-05,0.00020697,yes
Eefsec,XLOC_024161,XLOC_024161,NM_023060,chr6:88257333-88446539,MockIFN,T1L-IFN,OK,4.21489,3.1716,-0.410283,-1.79314,0.01205,0.0289249,yes
Efcab11,XLOC_006695,XLOC_006695,NM_030172,chr12:99717530-99883516,MockIFN,T1L-IFN,OK,8.15317,14.2019,0.800653,2.52416,0.00045,0.00156509,yes
